Date,Z1A1_pumped,Z1A2_pumped,Z1A3_pumped,Z2A1_pumped,Z2A2_pumped,Z2A3_pumped,Z3A1_pumped,Z3A2_pumped,Z3A3_pumped,Z4A1_pumped,Z4A2_pumped,Z4A3_pumped
23/11/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.11432866,0.114360124
24/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.957555437,0.633839043
25/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.957555437,0.633839043
26/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.957555437,0.633839043
27/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.957555437,0.633839043
28/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.95237967,0.63342609
29/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.949608999,0.633013137
30/11/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.944433231,0.632600184
1/12/1986,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.885113935,0.641036661
2/12/1986,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.882343264,0.641152899
3/12/1986,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.877167497,0.640739946
4/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.121261028
5/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.121261028
6/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.821734836,0.121673981
7/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.826910604,0.122086934
8/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.832086371,0.122499887
9/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.894176338,0.12291284
10/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.896947009,0.123325793
11/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.899352106,0.114889316
12/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.960326108,0.634251996
13/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.965501875,0.634664949
14/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.965501875,0.634664949
15/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.970677643,0.635077902
16/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.182883526,0.634664949
17/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.182883526,0.634664949
18/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.962731204,0.634251996
19/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.900641237,0.633839043
20/12/1986,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.900641237,0.633839043
21/12/1986,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.957555437,0.633839043
22/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.896581435,0.128372996
23/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.891405667,0.127960043
24/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.894176338,0.128372996
25/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.891405667,0.127960043
26/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.891405667,0.127960043
27/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.889000571,0.127960043
28/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.109152892,0.128372996
29/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.11432866,0.128785949
30/12/1986,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.901757202,0.128785949
31/12/1986,0,0,0,0,0,0,0,0,0,0.083641289,0.839667235,0.128372996
1/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.839667235,0.113947171
2/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.896581435,0.113947171
3/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.896581435,0.113947171
4/01/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.949974573,0.63342609
5/01/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.955150341,0.633839043
6/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.95237967,0.63342609
7/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.95237967,0.63342609
8/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.947203902,0.633013137
9/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.162180456,0.633013137
10/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.164951127,0.63342609
11/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.95237967,0.63342609
12/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.898236141,0.633839043
13/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.89546547,0.63342609
14/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.901757202,0.114360124
15/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.896581435,0.113947171
16/01/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.95237967,0.63342609
17/01/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.947203902,0.633013137
18/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.947203902,0.633013137
19/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
20/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.939257464,0.632187231
21/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.151828922,0.632187231
22/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.151828922,0.632187231
23/01/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
24/01/1987,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.874762401,0.631774278
25/01/1987,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.874762401,0.631774278
26/01/1987,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.818964165,0.112295359
27/01/1987,0,0,0,0,0,0,0.049510563,0,0.008014506,0.083641289,0.875878365,0.112295359
28/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.875878365,0.112295359
29/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.875878365,0.112295359
30/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.875878365,0.112295359
31/01/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.875878365,0.112295359
1/02/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.873107694,0.111882406
2/02/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.090854919,0.112295359
3/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.090854919,0.112295359
4/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.936852368,0.632187231
5/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
6/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.879938168,0.632187231
7/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.879938168,0.632187231
8/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
9/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
10/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
11/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.939623039,0.632600184
12/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
13/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
14/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.096030687,0.112708312
15/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.101206454,0.113121265
16/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.942028135,0.632600184
17/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.942028135,0.632600184
18/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.885113935,0.632600184
19/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.885113935,0.632600184
20/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
21/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
22/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
23/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
24/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.942028135,0.632600184
25/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.936852368,0.632187231
26/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.096030687,0.112708312
27/02/1987,0,0,0,0,0,0,0.049510563,0,0.033051144,0.083641289,0.096030687,0.112708312
28/02/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.936852368,0.632187231
1/03/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.936852368,0.632187231
2/03/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.882708839,0.632600184
3/03/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.879938168,0.632187231
4/03/1987,0,0,0,0,0,0,0,0,0.025036638,0.083641289,0.879938168,0.632187231
5/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.874762401,0.631774278
6/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.874762401,0.631774278
7/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.874762401,0.631774278
8/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.874762401,0.631774278
9/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.874762401,0.631774278
10/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.112295359
11/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.115442979
12/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115030026
13/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115030026
14/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115030026
15/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115030026
16/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115030026
17/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115461332
18/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11563569
19/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11563569
20/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11563569
21/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.112784785
22/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.116131234
23/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.116131234
24/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.116131234
25/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.116131234
26/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.116131234
27/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115699928
28/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11552557
29/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11552557
30/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.11552557
31/03/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.115228855
1/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
2/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
3/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.120395356
4/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.120395356
5/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
6/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
7/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
8/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
9/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120395356
10/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120499359
11/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
12/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
13/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
14/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
15/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.111986409
16/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.111986409
17/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
18/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
19/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.111986409
20/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.112295359
21/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.13381174
22/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.134867065
23/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.135738855
24/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.13802692
25/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.13802692
26/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.13802692
27/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.13802692
28/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.03394072,0.13802692
29/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.13802692
30/04/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.137613967
1/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.117278326
2/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.116223001
3/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.118798605
4/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.116510539
5/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120893959
6/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.120893959
7/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.122630983
8/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.124368008
9/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.126105032
10/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.127842057
11/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.128398342
12/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130135366
13/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.128424998
14/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130162022
15/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.127515627
16/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
17/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
18/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
19/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.139555065
20/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162444897
21/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.166800786
22/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
23/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
24/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
25/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
26/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
27/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
28/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.170391948
29/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.168070234
30/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.145180402
31/05/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140824513
1/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140475797
2/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140475797
3/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140475797
4/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140671567
5/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141414883
6/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141414883
7/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141414883
8/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.133434183
9/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.133434183
10/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.133434183
11/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130191738
12/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130191738
13/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130191738
14/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129995967
15/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.138004197
16/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140891809
17/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140891809
18/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140891809
19/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.140891809
20/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141020283
21/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141020283
22/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141020283
23/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141020283
24/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141020283
25/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.132892756
26/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130130559
27/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.133984787
28/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134333503
29/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.13594555
30/06/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.144219904
1/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.144219904
2/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.144219904
3/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.144219904
4/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.144219904
5/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.143595886
6/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.143470471
7/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.139616243
8/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.139267527
9/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137655481
10/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
11/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
12/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
13/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
14/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
15/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
16/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
17/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
18/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
19/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
20/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
21/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.131834373
22/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.132232031
23/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.132121911
24/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137248646
25/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137248646
26/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
27/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
28/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
29/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
30/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
31/07/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.137505594
1/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141610653
2/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.13998943
3/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134862695
4/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.135651894
5/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.16162205
6/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162619255
7/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162619255
8/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162943499
9/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162943499
10/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.162943499
11/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.158440782
12/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.157590405
13/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.157590405
14/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.156801206
15/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.130574102
16/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129576896
17/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129576896
18/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
19/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
20/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
21/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.129252652
22/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134471154
23/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134520097
24/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134520097
25/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.134520097
26/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.141072285
27/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.148120016
28/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.158911854
29/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.159333984
30/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.159909059
31/08/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.159909059
1/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.154690557
2/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.154641614
3/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.177433561
4/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.180715773
5/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.174249235
6/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.167201504
7/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.154672641
8/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.153434219
9/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.163672831
10/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.161935807
11/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.165408108
12/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.169375952
13/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.15139611
14/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.149035067
15/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.147212393
16/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.14791638
17/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.14791638
18/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.146995648
19/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.134444935
20/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.134444935
21/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.129235609
22/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.12353074
23/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.116981611
24/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.031170049,0.114323418
25/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.816193494,0.114323418
26/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.112295359
27/09/1987,0,0,0,0,0,0,0,0,0,0.083641289,0.818964165,0.112295359
