Date,Z1_AMA_dryland,Z1_AMA_irrigated,Z1_TLA_dryland,Z1_TLA_irrigated,Z1_TUGA_dryland,Z1_TUGA_irrigated,Z2_AMA_dryland,Z2_AMA_irrigated,Z2_TLA_dryland,Z2_TLA_irrigated,Z2_TUGA_dryland,Z2_TUGA_irrigated,Z3_AMA_dryland,Z3_AMA_irrigated,Z3_TLA_dryland,Z3_TLA_irrigated,Z3_TUGA_dryland,Z3_TUGA_irrigated,Z4_AMA_dryland,Z4_AMA_irrigated,Z4_TLA_dryland,Z4_TLA_irrigated,Z4_TUGA_dryland,Z4_TUGA_irrigated,Z1_river,Z2_river,Z3_river,Z4_river,Z1_pumped,Z2_pumped,Z3_pumped,Z4_pumped
1/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.196929612,0,0,0,0.00000000,0.195523695
2/01/1980,0.004335897,0.004335897,0,0,0.027617524,0.027617524,0,0,0,0,0.044649292,0.044649292,0.010695281,0.010695281,0,0,0.233214867,0.233214867,0,0,0.067991048,0.067991048,0.030770469,0.030770469,0,1.234231106,12.09876821,0,0,0,0.00000000,0.195523695
3/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,16.30849385,0,0,0,0.00000000,0.195523695
4/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,9.512228312,0,0,0,0.00000000,0.195523695
5/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.177134664,0,0,0,0.00000000,0.195523695
6/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,4.710303803,0,0,0,0.00000000,0.195523695
7/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.76933353,0,0,0,0.00000000,0.195523695
8/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.898000693,0,0,0,0.00000000,0.195523695
9/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.676957105,0,0,0,0.00000000,0.195523695
10/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,4.033976407,0,0,0,0.00000000,0.195523695
11/01/1980,0.001300769,0.001300769,0,0,0.008285257,0.008285257,0,0,0,0,0.013394787,0.013394787,0.003208584,0.003208584,0,0,0.06996446,0.06996446,0,0,0.020397314,0.020397314,0.009231141,0.009231141,0,1.234231106,3.387341434,0,0,0,0.00000000,0.195523695
12/01/1980,0.000867179,0.000867179,0,0,0.005523505,0.005523505,0,0,0,0,0.008929858,0.008929858,0.002139056,0.002139056,0,0,0.046642973,0.046642973,0,0,0.01359821,0.01359821,0.006154094,0.006154094,0,1.234231106,3.245477639,0,0,0,0.00000000,0.195523695
13/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,3.171246583,0,0,0,0.00000000,0.195523695
14/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,3.064023947,0,0,0,0.00000000,0.195523695
15/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,2.968348364,0,0,0,0.00000000,0.195523695
16/01/1980,0.064349662,0.064349662,0,0,0.372478011,0.372478011,0,0,0,0,0.77155935,1.032307166,0.184960813,0.525057785,0,0,5.97985325,10.73602794,0,0,0.911498533,0.911498533,0.562240898,0.562240898,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
17/01/1980,2.591879174,8.982217329,0,0,9.790357126,10.93583603,0,5.448032365,0,0,0.796844166,27.1576307,3.242640957,3.808484923,1.111026208,1.38,55.556054,100.682679,0,0,0.911498533,0.911498533,0.5841263,0.5841263,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
18/01/1980,3.520650207,9.118186076,0,0,10.25957616,10.89491234,0,5.448032365,0,0,0.53132657,28.52797675,7.844655914,14.99707031,14.814862,17.33319459,52.31202566,89.90943767,0,0,0.809093471,0.809093471,0.366168586,0.366168586,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
19/01/1980,0.002167949,0.002167949,0,0,0.013808762,0.013808762,0,0,0,0,0.022324646,0.022324646,0.005347641,0.005347641,0,0,0.116607434,0.116607434,0,0,0.033995524,0.033995524,0.015385235,0.015385235,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
20/01/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,5.448032365,5.448032365,0,0,76.61723827,94.24085445,8.742858401,15.28727094,14.814862,17.33319459,239.8172783,428.4032444,0,0,0.911498533,0.911498533,0.952811159,0.952811159,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
21/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
22/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
23/01/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,5.448032365,5.448032365,0,0,15.42644043,28.54991488,8.742858401,15.28727094,14.814862,17.33319459,78.0196607,119.225958,0,0,0.911498533,0.911498533,0.446079915,0.446079915,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
24/01/1980,0.114207392,0.114207392,0,0,0.27897114,0.27897114,0.073028491,0.073028491,0,0,0.139341745,0.139341745,0.446138371,0.894515747,0.72458231,0.9,3.494785066,4.890891381,0,0,0.088388362,0.088388362,0.04000161,0.04000161,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
25/01/1980,9.128689272,9.128689272,0,0,10.9379345,10.9379345,6.397429496,6.397429496,0,0,23.77879097,36.90226541,8.741688824,15.28610136,14.814862,17.33319459,84.97931638,131.5964595,0.004138359,1.333451722,3.075404694,3.815257678,5.713966434,7.406461575,0,1.234231106,19.7396182,0,0,0,0.00000000,0.197242803
26/01/1980,0.00043359,0.00043359,0,0,0.002761752,0.002761752,0,0,0,0,0.004464929,0.004464929,0.001069528,0.001069528,0,0,0.023321487,0.023321487,0,0,0.006799105,0.006799105,0.003077047,0.003077047,0,1.234231106,14.63417115,0,0,0,0.00000000,0.197242803
27/01/1980,0.009972564,0.009972564,0,0,0.063520305,0.063520305,0,0,0,0,0.102693371,0.102693371,0.204295989,0.333150689,0.273731095,0.34,1.943049173,2.042116273,0,0,0.15637941,0.15637941,0.07077208,0.07077208,0,1.234231106,10.82694279,0,0,0,0.00000000,0.197242803
28/01/1980,0.00043359,0.00043359,0,0,0.002761752,0.002761752,0,0,0,0,0.004464929,0.004464929,0.001069528,0.001069528,0,0,0.023321487,0.023321487,0,0,0.006799105,0.006799105,0.003077047,0.003077047,0,1.234231106,19.7396182,0,0,0,0.00000000,0.197242803
29/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,8.487839744,0,0,0,0.00000000,0.197242803
30/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,7.333134435,0,0,0,0.00000000,0.197242803
31/01/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.953731262,0,0,0,0.00000000,0.197242803
1/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.508344928,0,0,0,0.00000000,0.197242803
2/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.345036605,0,0,0,0.00000000,0.197242803
3/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.80232511,0,0,0,0.00000000,0.197242803
4/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,7.969871934,0,0,0,0.00000000,0.195523695
5/02/1980,0.009105384,0.009105384,0,0,0.057996801,0.057996801,0,0,0,0,0.093763512,0.093763512,0.02246009,0.02246009,0,0,0.489751221,0.489751221,0,0,0.142781201,0.142781201,0.064617986,0.064617986,0,1.234231106,5.733042791,0,0,0,0.00000000,0.195523695
6/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.487255518,0,0,0,0.00000000,0.195523695
7/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.632063354,0,0,0,0.00000000,0.195523695
8/02/1980,0.034687179,0.034687179,0,0,0.220940193,0.220940193,0,0,0,0,0.357194333,0.357194333,0.176063971,0.176063971,0,0,3.263634384,3.263634384,0,0,0.543928384,0.543928384,0.246163756,0.246163756,0,1.234231106,5.83531669,0,0,0,0.00000000,0.195523695
9/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.797376373,0,0,0,0.00000000,0.195523695
10/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,19.7396182,0,0,0,0.00000000,0.195523695
11/02/1980,0.026015384,0.026015384,0,0,0.165705145,0.165705145,0,0,0,0,0.26789575,0.26789575,2.75694244,5.411638905,4.701734098,5.84,20.04997986,26.41666762,0,0,0.407946288,0.407946288,0.184622817,0.184622817,0,1.234231106,10.29577834,0,0,0,0.00000000,0.195523695
12/02/1980,0.002167949,0.002167949,0,0,0.013808762,0.013808762,0,0,0,0,0.022324646,0.022324646,0.005347641,0.005347641,0,0,0.116607434,0.116607434,0,0,0.033995524,0.033995524,0.015385235,0.015385235,0,1.234231106,6.378028186,0,0,0,0.00000000,0.195523695
13/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,5.764384793,0,0,0,0.00000000,0.195523695
14/02/1980,2.282857806,2.282857806,0,0,5.550221186,5.550221186,2.04,2.04,0,0,4.046803313,4.046803313,7.028254526,13.57266706,11.96365902,14.48199162,51.97461314,77.72723061,0,0,0.693508689,0.693508689,0.313858788,0.313858788,0,1.234231106,18.73007584,0,0,0,0.00000000,0.195523695
15/02/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,108.3988564,128.2980975,15.28727094,15.28727094,17.33319459,17.33319459,293.051651,371.709917,0.005522721,1.334836084,3.799273659,4.539126643,21.64532887,33.21035494,0,1.234231106,17.69908896,0,0,0,0.00000000,0.207074144
16/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,10.74446383,0,0,0,0.00000000,0.207074144
17/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,8.359172581,0,0,0,0.00000000,0.207074144
18/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,7.384271384,0,0,0,0.00000000,0.207074144
19/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.277403866,0,0,0,0.00000000,0.207074144
20/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,21.65391264,0,0,0,0.00000000,0.207074144
21/02/1980,8.140628584,8.140628584,0,0,9.946553603,9.946553603,7.654341338,7.654341338,0,0,15.78836679,35.68760797,15.062227,15.062227,16.94557147,16.94557147,94.88921398,94.88921398,0.004653813,1.333967176,3.344930373,4.084783357,6.380413534,8.287929573,0,1.234231106,9.896580222,0,0,0,0.00000000,0.209007375
22/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,7.121988321,0,0,0,0.00000000,0.209007375
23/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,11.84473304,0,0,0,0.00000000,0.209007375
24/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,6.930637155,0,0,0,0.00000000,0.209007375
25/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,7.131885795,0,0,0,0.00000000,0.197456927
26/02/1980,7.38536896,7.38536896,0,0,8.835485728,8.835485728,7.28,7.28,0,0,13.36548546,13.36548546,13.80023402,13.80023402,14.82013003,14.82013003,80.14858622,80.14858622,0.004182541,1.333495904,3.023298252,3.763151236,5.717917266,7.42884277,0,1.234231106,22.58093677,0,0,0,0.00000000,0.199194388
27/02/1980,8.934041094,8.934041094,0,0,10.61442347,10.61442347,7.654341338,7.654341338,0,0,19.51382623,39.15231959,14.02963121,14.02963121,15.28708307,15.28708307,83.68102394,83.68102394,0.005522721,1.334836084,3.533690082,4.273543066,7.824411938,10.41999485,0,1.234231106,21.65391264,0,0,0,0.00000000,0.201812816
28/02/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,21.65391264,0,0,0,0.00000000,0.201812816
29/02/1980,0.09310278,0.09310278,0,0,0.292483173,0.292483173,0,0,0,0,0.111623229,0.111623229,1.515778187,1.515778187,1.54,1.54,8.190140587,8.190140587,0,0,0.16997762,0.16997762,0.076926174,0.076926174,0,1.234231106,11.08592669,0,0,0,0.00000000,0.201812816
1/03/1980,0.028505294,0.028505294,0,0,0.090097304,0.090097304,0,0,0,0,0.035719433,0.035719433,0.478685789,0.478685789,0.48,0.48,2.636948919,2.636948919,0,0,0.054392838,0.054392838,0.024616376,0.024616376,0,1.234231106,12.10371694,0,0,0,0.00000000,0.201812816
2/03/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,44.47616201,64.3754032,15.28727094,15.28727094,17.33319459,17.33319459,164.2792011,164.2792011,0.005522721,1.334836084,3.799273659,4.539126643,11.77682423,16.91579718,0,1.234231106,21.65391264,0,0,0,0.00000000,0.205030791
3/03/1980,7.146824057,7.146824057,0,0,7.929265168,7.929265168,7.12,7.12,0,0,12.84270239,12.84270239,11.38663825,11.38663825,11.52,11.52,60.21851707,60.21851707,0.004580177,1.33389354,2.864066402,3.603919386,6.059379594,7.936178362,0,1.234231106,20.72771603,0,0,0,0.00000000,0.206933434
4/03/1980,4.688779396,4.688779396,0,0,5.191369845,5.191369845,4.64,4.64,0,0,8.378481916,8.378481916,7.626477363,7.626477363,7.74,7.74,40.14567542,40.14567542,0.002974906,1.332288269,1.875106127,2.614959111,3.94239226,5.149554519,0,1.234231106,20.72771603,0,0,0,0.00000000,0.208169234
5/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,14.09805797,0,0,0,0.00000000,0.208169234
6/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,11.10242248,0,0,0,0.00000000,0.208169234
7/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,10.57290762,0,0,0,0.00000000,0.206431772
8/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,10.88632763,0,0,0,0.00000000,0.203813344
9/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,12.41218822,0,0,0,0.00000000,0.203813344
10/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,12.24393116,0,0,0,0.00000000,0.203813344
11/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,11.19479891,0,0,0,0.00000000,0.203813344
12/03/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,115.7972702,135.6965114,15.28727094,15.28727094,17.33319459,17.33319459,422.9155413,422.9155413,0.005522721,1.334836084,3.799273659,4.539126643,23.21860292,35.72972094,0,1.234231106,19.7396182,0,0,0,0.00000000,0.211154731
13/03/1980,0.00043359,0.00043359,0,0,0.002761752,0.002761752,0,0,0,0,0.004464929,0.004464929,0.001069528,0.001069528,0,0,0.023321487,0.023321487,0,0,0.006799105,0.006799105,0.003077047,0.003077047,0,1.234231106,19.7396182,0,0,0,0.00000000,0.209252088
14/03/1980,0.755504321,0.755504321,0,0,1.070825038,1.070825038,0.74,0.74,0,0,1.409913986,1.409913986,2.310005266,2.310005266,2.34,2.34,12.34071239,12.34071239,0.000324,0.44,0.332594656,0.57730415,0.487467756,0.611439132,0,1.234231106,19.7396182,0,0,0,0.00000000,0.20815088
15/03/1980,0.073129842,0.073129842,0,0,0.161061826,0.161061826,0.04,0.04,0,0,0.110603589,0.110603589,0.638814638,0.638814638,0.64,0.64,3.495049063,3.495049063,0,0,0.061191943,0.061191943,0.027693423,0.027693423,0,1.234231106,17.91188465,0,0,0,0.00000000,0.20815088
16/03/1980,0.391896161,0.391896161,0,0,0.474061834,0.474061834,0.36,0.36,0,0,0.673957399,0.673957399,0.956933281,0.956933281,0.96,0.96,5.164606378,5.164606378,0.000147273,0.2,0.13819928,0.249430868,0.215701891,0.272052516,0,1.234231106,17.31143789,0,0,0,0.00000000,0.208212059
17/03/1980,9.129052455,9.129052455,0,0,10.93806485,10.93806485,7.654341338,7.654341338,0,0,33.64816208,53.54740326,15.28641773,15.28641773,17.33319459,17.33319459,130.9752667,130.9752667,0.005522721,1.334836084,3.799273659,4.539126643,10.12814658,14.1858716,0,1.234231106,20.72771603,0,0,0,0.00000000,0.212286528
18/03/1980,9.049028611,9.049028611,0,0,10.84124878,10.84124878,7.654341338,7.654341338,0,0,21.98656119,41.62505456,14.62520506,14.62520506,16.30149831,16.30149831,90.69327304,90.69327304,0.005522721,1.334836084,3.567685606,4.30753859,8.23067117,11.09042261,0,1.234231106,20.72771603,0,0,0,0.00000000,0.215168023
19/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,20.72771603,0,0,0,0.00000000,0.215168023
20/03/1980,2.543668479,2.543668479,0,0,2.99580797,2.99580797,2.52,2.52,0,0,4.606078562,4.606078562,4.875713417,4.875713417,4.92,4.92,26.02010116,26.02010116,0.001487453,1.330800816,1.036140083,1.775993067,2.015813311,2.602486693,0,1.234231106,19.7396182,0,0,0,0.00000000,0.215785923
21/03/1980,9.116451717,9.116451717,0,0,10.88386533,10.88386533,7.654341338,7.654341338,0,0,26.3928034,46.03129676,15.23278111,15.23278111,17.33319459,17.33319459,104.8423518,104.8423518,0.005522721,1.334836084,3.669672178,4.409525162,8.958583847,12.27909436,0,1.234231106,19.7396182,0,0,0,0.00000000,0.219126254
22/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,17.95807286,0,0,0,0.00000000,0.20663366
23/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,18.45954488,0,0,0,0.00000000,0.20663366
24/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,17.56547306,0,0,0,0.00000000,0.206499068
25/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,17.49784032,0,0,0,0.00000000,0.206499068
26/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,16.78027345,0,0,0,0.00000000,0.20643789
27/03/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,11.56925334,0,0,0,0.00000000,0.20236342
28/03/1980,0.00043359,0.00043359,0,0,0.002761752,0.002761752,0,0,0,0,0.004464929,0.004464929,0.001069528,0.001069528,0,0,0.023321487,0.023321487,0,0,0.006799105,0.006799105,0.003077047,0.003077047,0,1.234231106,11.29377365,0,0,0,0.00000000,0.199481926
29/03/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,34.90984138,54.80908256,15.28727094,15.28727094,17.33319459,17.33319459,149.4893121,149.4893121,0.005522721,1.334836084,3.799273659,4.539126643,10.14027309,14.15499393,0,1.234231106,13.10996014,0,0,0,0.00000000,0.203513571
30/03/1980,3.429803715,3.429803715,0,0,3.863577488,3.863577488,3.42,3.42,0,0,6.186046224,6.186046224,5.734879408,5.734879408,5.82,5.82,30.21483993,30.21483993,0.002150179,1.331463543,1.375873993,2.115726977,2.85877437,3.721903192,0,1.234231106,9.556766945,0,0,0,0.00000000,0.203788873
31/03/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,51.31446525,71.21370643,15.28727094,15.28727094,17.33319459,17.33319459,186.6929972,186.6929972,0.005522721,1.334836084,3.799273659,4.539126643,13.07334437,19.06011401,0,1.234231106,18.73007584,0,0,0,0.00000000,0.206444008
1/04/1980,9.118619665,9.118619665,0,0,10.89767409,10.89767409,7.654341338,7.654341338,0,0,28.55923707,48.19773043,15.25196961,15.25196961,17.33319459,17.33319459,111.0441162,111.0441162,0.005522721,1.334836084,3.703667702,4.443520686,9.310302522,12.85812084,0,1.234231106,18.73007584,0,0,0,0.00000000,0.210010698
2/04/1980,7.306207216,7.306207216,0,0,8.085765172,8.085765172,7.28,7.28,0,0,13.12437929,13.12437929,11.54569757,11.54569757,11.68,11.68,61.05329573,61.05329573,0.004697995,1.334011358,2.925672272,3.665525256,6.209786369,8.135732771,0,1.234231106,18.73007584,0,0,0,0.00000000,0.211962284
3/04/1980,8.73002437,8.73002437,0,0,9.824153147,9.824153147,7.654341338,7.654341338,0,0,17.5669242,37.20541756,13.28790058,13.28790058,14.04724223,14.04724223,74.99508655,74.99508655,0.005522721,1.334836084,3.44530172,4.185154703,7.493527352,9.892519729,0,1.234231106,18.73007584,0,0,0,0.00000000,0.214384941
4/04/1980,0.001734359,0.001734359,0,0,0.01104701,0.01104701,0,0,0,0,0.017859717,0.017859717,0.009763065,0.009763065,0,0,0.178008095,0.178008095,0,0,0.027196419,0.027196419,0.012308188,0.012308188,0,1.234231106,18.73007584,0,0,0,0.00000000,0.214384941
5/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,18.73007584,0,0,0,0.00000000,0.214384941
6/04/1980,7.93084609,7.93084609,0,0,8.858563265,8.858563265,7.578781607,7.578781607,0,0,14.65686305,27.51958967,12.75541761,12.75541761,13.1455398,13.1455398,68.36592478,68.36592478,0.005007267,1.334320631,3.148579622,3.888432606,6.632297574,8.687256515,0,1.234231106,17.69908896,0,0,0,0.00000000,0.216465001
7/04/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,193.7475843,213.6468255,15.28727094,15.28727094,17.33319459,17.33319459,649.6409529,649.6409529,1.334836084,1.334836084,4.539126643,4.539126643,45.70218109,57.43925038,0,1.234231106,16.70230984,0,0,0,0.00000000,0.237553134
8/04/1980,6.076317707,6.076317707,0,0,6.711294005,6.711294005,6.06,6.06,0,0,10.91854881,10.91854881,9.537766573,9.537766573,9.66,9.66,50.31895374,50.31895374,1.333260268,1.333260268,3.184399476,3.184399476,6.823571808,6.823571808,0,1.234231106,16.70230984,0,0,0,0.00000000,0.235161066
9/04/1980,9.038159567,9.038159567,0,0,10.82727001,10.82727001,7.654341338,7.654341338,0,0,21.55583482,41.19432819,14.39912154,14.39912154,15.93115624,15.93115624,88.09614662,88.09614662,1.334836084,1.334836084,4.273543066,4.273543066,11.02933674,11.02933674,0,1.234231106,15.6675904,0,0,0,0.00000000,0.237131005
10/04/1980,9.130938559,9.130938559,0,0,10.93874182,10.93874182,7.654341338,7.654341338,0,0,83.62538398,103.5246252,15.28727094,15.28727094,17.33319459,17.33319459,290.3341829,290.3341829,1.334836084,1.334836084,4.539126643,4.539126643,27.74906662,27.74906662,0,1.234231106,15.6675904,0,0,0,0.00000000,0.240550867
11/04/1980,0.000867179,0.000867179,0,0,0.005523505,0.005523505,0,0,0,0,0.008929858,0.008929858,0.002139056,0.002139056,0,0,0.046642973,0.046642973,0,0,0.01359821,0.01359821,0.006154094,0.006154094,0,1.234231106,15.6675904,0,0,0,0.00000000,0.236984177
12/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.235032592
13/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.232609934
14/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.232609934
15/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.232609934
16/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.230529874
17/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.209441741
18/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.207802164
19/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.204939024
20/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
21/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
22/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
23/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
24/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
25/04/1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234231106,15.6675904,0,0,0,0.00000000,0.195523695
